commune,latitude,longitude,sport,source
Valognes,49.514926,-1.47385,tennis,equipement
Aÿ-Champagne,49.04775,4.02379,tennis,equipement
Bétheny,49.28061,4.04956,tennis,equipement
Châlons-en-Champagne,48.97824,4.38393,tennis,equipement
Dormans,49.06761,3.64392,tennis,equipement
Reims,49.25954,4.00535,tennis,equipement
Reims,49.25149,4.01553,tennis,equipement
Reims,49.25037,4.04409,tennis,equipement
Sainte-Menehould,49.0882,4.90152,tennis,equipement
Suippes,49.12519,4.54227,tennis,equipement
Bourbonne-les-Bains,47.95756,5.74462,tennis,equipement
Chaumont,48.10862,5.12414,tennis,equipement
Chaumont,48.10644,5.13283,tennis,equipement
Froncles,48.30406,5.14306,tennis,equipement
Langres,47.85235,5.33302,tennis,equipement
Neuilly-l'Évêque,47.90977,5.43988,tennis,equipement
Nogent,48.03088,5.3584,tennis,equipement
Saint-Dizier,48.62863,4.94497,tennis,equipement
Changé,48.0967240273,-0.7704859972,tennis,equipement
Craon,47.84437,-0.9411,tennis,equipement
Baccarat,48.443677,6.738659,tennis,equipement
Val de Briey,49.2548,5.93728,tennis,equipement
Champigneulles,48.728896,6.158984,tennis,equipement
Colombey-les-Belles,48.5306,5.89312,tennis,equipement
Einville-au-Jard,48.6566,6.47858,tennis,equipement
Laneuveville-devant-Nancy,48.6576,6.22654,tennis,equipement
Longuyon,49.4369,5.61726,tennis,equipement
Ludres,48.6291,6.15468,tennis,equipement
Nancy,48.6944,6.1516,tennis,equipement
Pompey,48.768,6.11148,tennis,equipement
Rehainviller,48.5593,6.47351,tennis,equipement
Tomblaine,48.675995,6.225187,tennis,equipement
Villers-lès-Nancy,48.6598,6.12756,tennis,equipement
Villers-lès-Nancy,48.6696,6.15828,tennis,equipement
Revigny-sur-Ornain,48.82668,4.98058,tennis,equipement
Saint-Mihiel,48.88812,5.5373,tennis,equipement
Saint-Martin-Boulogne,50.714203,1.627738,tennis,equipement
Saint-Rémy-sur-Durolle,45.896616847,3.60368460417,tennis,equipement
Saint-Rémy-sur-Durolle,45.8966840481,3.60387772322,tennis,equipement
Oloron-Sainte-Marie,43.18462,-0.62682,tennis,equipement
Draveil,48.6985,2.40785,tennis,equipement
Gaillon,49.16401,1.34545,tennis,equipement
Dreux,48.73016,1.35946,tennis,equipement
Quimperlé,47.8722849803,-3.56761693954,tennis,equipement
Quimperlé,47.8722750848,-3.56759548187,tennis,equipement
Méjannes-le-Clap,44.22412,4.35059,tennis,equipement
Blagnac,43.63417,1.38103,tennis,equipement
Toulouse,43.62209,1.41015,tennis,equipement
Toulouse,43.62278,1.47796,tennis,equipement
Agde,43.29041,3.50757,tennis,equipement
Agde,43.29026,3.50845,tennis,equipement
Bruz,48.02902,-1.74261,tennis,equipement
Vienne,45.50197,4.84672,tennis,equipement
Saran,47.945329,1.88596,tennis,equipement
Angers,47.4610538027,-0.568150010971,tennis,equipement
Pont-à-Mousson,48.8965,6.05805,tennis,equipement
Pont-à-Mousson,48.8968,6.05927,tennis,equipement
Ploërmel,47.92507,-2.3945,tennis,equipement
Metz,49.10703,6.20552,tennis,equipement
Metz,49.10638,6.2049,tennis,equipement
Gouvieux,49.17532,2.41488,tennis,equipement
Gouvieux,49.17584,2.41575,tennis,equipement
Aubière,45.7598513898,3.10701459646,tennis,equipement
Villeurbanne,45.78026,4.86097,tennis,equipement
Parigné-l'Évêque,47.92992,0.36315,tennis,equipement
Marseille 9e Arrondissement,43.23754,5.43004,tennis,equipement
Évreux,49.02184,1.13047,tennis,equipement
Ramonville-Saint-Agne,43.54605,1.48206,tennis,equipement
Tournefeuille,43.5689,1.34046,tennis,equipement
L'Union,43.65796,1.48815,tennis,equipement
Carcans,45.09639,-1.14224,tennis,equipement
Saint-Étienne,45.46168,4.38552,tennis,equipement
Mende,44.51486,3.47314,tennis,equipement
Château-Gontier-sur-Mayenne,47.83429,-0.70255,tennis,equipement
Vaulx-en-Velin,45.798935,4.943012,tennis,equipement
Paris 15e Arrondissement,48.8298929483,2.26878717539,tennis,equipement
Paris 15e Arrondissement,48.8303142787,2.26912021615,tennis,equipement
Paris 16e Arrondissement,48.83529,2.2576,tennis,equipement
Paris 16e Arrondissement,48.87192,2.25963,tennis,equipement
Paris 16e Arrondissement,48.8653,2.25654,tennis,equipement
Mont-Saint-Aignan,49.46583,1.078,tennis,equipement
Saint-Étienne-du-Rouvray,49.38904,1.09717,tennis,equipement
Sotteville-lès-Rouen,49.40548,1.09687,tennis,equipement
Sotteville-lès-Rouen,49.40552,1.09451,tennis,equipement
Sotteville-lès-Rouen,49.40486,1.09685,tennis,equipement
Coulommiers,48.81207,3.09375,tennis,equipement
Fontainebleau,48.40351,2.68031,tennis,equipement
Vaires-sur-Marne,48.8641667757,2.63543838932,tennis,equipement
Croissy-sur-Seine,48.87688,2.1237,tennis,equipement
Croissy-sur-Seine,48.87812,2.12175,tennis,equipement
Croissy-sur-Seine,48.87669,2.12323,tennis,equipement
Saint-Raphaël,43.42813,6.84842,tennis,equipement
La Roche-sur-Yon,46.69302,-1.4489,tennis,equipement
Saint-Hilaire-de-Riez,46.7105805333,-1.95966290118,tennis,equipement
Saint-Jean-de-Monts,46.7917435368,-2.07851162654,tennis,equipement
Saint-Jean-de-Monts,46.7924105519,-2.07751789876,tennis,equipement
Auxerre,47.78979,3.58426,tennis,equipement
Savigny-sur-Clairis,48.08156,3.07954,tennis,equipement
Villebon-sur-Yvette,48.69626,2.23037,tennis,equipement
Antony,48.74493,2.28439,tennis,equipement
Antony,48.74415,2.28557,tennis,equipement
La Garenne-Colombes,48.90457,2.22971,tennis,equipement
Marnes-la-Coquette,48.827899,2.149894,tennis,equipement
Marnes-la-Coquette,48.8347,2.1972,tennis,equipement
Aubervilliers,48.90718,2.3763,tennis,equipement
Aulnay-sous-Bois,48.93529,2.5042,tennis,equipement
Chevilly-Larue,48.76008,2.33654,tennis,equipement
Sucy-en-Brie,48.77444,2.50578,tennis,equipement
Sucy-en-Brie,48.77462,2.50411,tennis,equipement
Sucy-en-Brie,48.75904,2.53717,tennis,equipement
Cergy,49.02895,2.05855,tennis,equipement
Goussainville,49.02687,2.45821,tennis,equipement
Goussainville,49.02748,2.45856,tennis,equipement
Embrun,44.55118,6.48024,tennis,equipement
Cagnes-sur-Mer,43.67269,7.15072,tennis,equipement
Roquebrune-Cap-Martin,43.75183,7.44006,tennis,equipement
Carcassonne,43.21786,2.36618,padel,equipement
Beaucouzé,47.4741964172,-0.623575134247,tennis,equipement
Beaucouzé,47.4743849652,-0.623349857172,tennis,equipement
Rouen,49.45881,1.14659,tennis,equipement
Le Pecq,48.89126,2.11083,tennis,equipement
Amiens,49.88142,2.28816,tennis,equipement
La Teste-de-Buch,44.62175,-1.11797,tennis,equipement
Chaumont-sur-Tharonne,47.61798,1.93306,tennis,equipement
Le Passage,44.18828,0.60323,tennis,equipement
Avrillé,47.4997183894,-0.591366405499,tennis,equipement
Saint-Cyprien,42.604327,3.027184,tennis,equipement
Strasbourg,48.6015,7.7716,tennis,equipement
Lure,47.68525,6.50377,tennis,equipement
Thonon-les-Bains,46.361657,6.467319,tennis,equipement
Bois-le-Roi,48.479724,2.717528,tennis,equipement
Noisy-le-Roi,48.8392,2.06529,tennis,equipement
Saint-Raphaël,43.42952,6.80355,tennis,equipement
Saint-Dié-des-Vosges,48.2818,6.97178,tennis,equipement
Saint-Dié-des-Vosges,48.2818,6.97236,tennis,equipement
Vittel,48.2083,5.94344,tennis,equipement
Nanterre,48.899354,2.221919,tennis,equipement
Sarcelles,48.9834,2.3849,tennis,equipement
Hagetmau,43.65155,-0.59179,tennis,equipement
Carquefou,47.28446,-1.48342,tennis,equipement
Olivet,47.84935,1.86425,tennis,equipement
Olivet,47.84872,1.86453,tennis,equipement
Saint-Cyprien,42.60481,3.028962,tennis,equipement
Saint-Cyprien,42.605172,3.027881,padel,equipement
Arles,43.64988,4.63808,tennis,equipement
Arles,43.65154,4.64317,tennis,equipement
Arles,43.65173,4.64302,tennis,equipement
Besançon,47.22078,5.98417,tennis,equipement
Besançon,47.22031,5.98386,tennis,equipement
Gaillon,49.16361,1.34474,tennis,equipement
Quimperlé,47.8722202096,-3.56750965118,tennis,equipement
Quimperlé,47.8721498163,-3.56817483902,tennis,equipement
Quimperlé,47.8722130128,-3.56819629669,tennis,equipement
Quimperlé,47.8710288405,-3.56733441375,tennis,equipement
Quimperlé,47.8714645447,-3.56774568558,padel,equipement
Gradignan,44.77817,-0.62925,tennis,equipement
Mende,44.51515,3.47345,tennis,equipement
Mende,44.51541,3.47363,padel,equipement
Angers,47.467657297,-0.586291191218,tennis,equipement
Angers,47.4676681761,-0.586527189678,tennis,equipement
Avrillé,47.4999793288,-0.592781251475,padel,equipement
Strasbourg,48.60142,7.76987,tennis,equipement
Givors,45.5990599806,4.77064937353,tennis,equipement
Givors,45.5987597118,4.77021485567,tennis,equipement
Givors,45.5987034112,4.77051526308,tennis,equipement
Givors,45.5991204721,4.770373106,tennis,equipement
Givors,45.6008169611,4.77137625744,tennis,equipement
Villeurbanne,45.7800127615,4.86105591059,tennis,equipement
Lyon 7e Arrondissement,45.72065,4.82806,tennis,equipement
Thonon-les-Bains,46.36167,6.468034,tennis,equipement
Thonon-les-Bains,46.362228,6.46756,tennis,equipement
Paris 16e Arrondissement,48.8637,2.25705,tennis,equipement
Paris 16e Arrondissement,48.8647131149,2.25581038804,padel,equipement
Bois-le-Roi,48.47891,2.716734,tennis,equipement
Buthiers,48.293573,2.43465,tennis,equipement
Coulommiers,48.81207,3.08961,tennis,equipement
Meaux,48.9551,2.90013,tennis,equipement
Croissy-sur-Seine,48.87808,2.12249,tennis,equipement
Carpentras,44.04395,5.05749,tennis,equipement
Vittel,48.2121,5.93814,tennis,equipement
Vittel,48.2114,5.93808,tennis,equipement
Villebon-sur-Yvette,48.69687,2.23377,tennis,equipement
Marnes-la-Coquette,48.835108,2.193537,tennis,equipement
Marnes-la-Coquette,48.835603,2.197438,tennis,equipement
La Courneuve,48.9361961778,2.38671272993,padel,equipement
La Courneuve,48.9364780876,2.38547891378,padel,equipement
Montreuil,48.86113,2.46398,tennis,equipement
Montreuil,48.86206,2.46408,tennis,equipement
Champigny-sur-Marne,48.827721,2.484485,tennis,equipement
Champigny-sur-Marne,48.826985,2.482582,tennis,equipement
Champigny-sur-Marne,48.826403,2.482791,tennis,equipement
Champigny-sur-Marne,48.827383,2.483419,tennis,equipement
Créteil,48.76958,2.43323,tennis,equipement
Créteil,48.76598,2.43117,tennis,equipement
Créteil,48.76966,2.43277,tennis,equipement
Créteil,48.76633,2.43167,tennis,equipement
Sucy-en-Brie,48.7746,2.50361,tennis,equipement
Sucy-en-Brie,48.77431,2.50471,tennis,equipement
Bellerive-sur-Allier,46.13537,3.40284,tennis,equipement
Bellerive-sur-Allier,46.13376,3.40717,tennis,equipement
Les Barils,48.72975,0.83882,tennis,equipement
Toulouse,43.6225314696,1.47790789604,tennis,equipement
Cestas,44.75935,-0.68602,tennis,equipement
Agde,43.28988,3.50846,tennis,equipement
Agde,43.28997,3.51009,tennis,equipement
Agde,43.29058,3.50896,tennis,equipement
Agde,43.2897,3.50897,tennis,equipement
Saint-Dié-des-Vosges,48.2814,6.97183,tennis,equipement
Cabriès,43.425943,5.362672,padel,equipement
Cabriès,43.426153,5.363369,padel,equipement
Mably,46.0789322935,4.06987667084,tennis,equipement
Paris 16e Arrondissement,48.87392,2.25802,tennis,equipement
Bordeaux,44.89883,-0.56951,tennis,equipement
Angers,47.4635635132,-0.566765960124,tennis,equipement
Angers,47.4638014822,-0.566404251638,tennis,equipement
Angers,47.4641510293,-0.567270197185,tennis,equipement
Angers,47.4643164635,-0.566999706597,tennis,equipement
Le Bourget,48.93878,2.41949,tennis,equipement
Saintes,45.7534,-0.646667,tennis,equipement
Nîmes,43.86313,4.29235,tennis,equipement
Nîmes,43.8625,4.29351,tennis,equipement
Nîmes,43.8616346965,4.29213871418,padel,equipement
Toulouse,43.62136,1.41209,tennis,equipement
Eysines,44.87247,-0.65385,tennis,equipement
Bois-de-Haye,48.6973,6.05474,tennis,equipement
Vannes,47.6471226128,-2.77244389057,tennis,equipement
Paris 16e Arrondissement,48.846516,2.249764,tennis,equipement
Le Port-Marly,48.88708,2.10716,tennis,equipement
Le Port-Marly,48.88639,2.10764,tennis,equipement
Le Port-Marly,48.88724,2.1079,tennis,equipement
Le Port-Marly,48.88685,2.1064,tennis,equipement
Le Port-Marly,48.88732,2.10803,padel,equipement
Saint-Germain-en-Laye,48.91354,2.08118,tennis,equipement
Saint-Germain-en-Laye,48.9125,2.0827,tennis,equipement
Puteaux,48.874391,2.241652,tennis,equipement
Rueil-Malmaison,48.861383,2.197582,tennis,equipement
Biot,43.616354,7.055222,tennis,equipement
Royan,45.6188,-1.03975,tennis,equipement
Saujon,45.678013,-0.936869,tennis,equipement
Saujon,45.678028,-0.936672,tennis,equipement
Saujon,45.678031,-0.936402,tennis,equipement
Montpellier,43.61242,3.92459,tennis,equipement
La Grande-Motte,43.56228,4.10396,tennis,equipement
Angoulême,45.65532,0.11244,tennis,equipement
Aix-en-Provence,43.54691,5.38745,tennis,equipement
Le Touquet-Paris-Plage,50.520191,1.597684,tennis,equipement
Le Touquet-Paris-Plage,50.519687,1.59773,padel,equipement
La Baule-Escoublac,47.28279,-2.41202,tennis,equipement
La Baule-Escoublac,47.28227,-2.41501,tennis,equipement
La Baule-Escoublac,47.28179,-2.41507,tennis,equipement
La Baule-Escoublac,47.28248,-2.41262,tennis,equipement
La Baule-Escoublac,47.28193,-2.41446,tennis,equipement
La Roche-sur-Yon,46.6929402254,-1.44826748589,tennis,equipement
La Roche-sur-Yon,46.6914279308,-1.44734518735,tennis,equipement
La Roche-sur-Yon,46.693016069,-1.44766022901,tennis,equipement
La Roche-sur-Yon,46.6931485306,-1.44763850439,tennis,equipement
La Roche-sur-Yon,46.6892458836,-1.44480777567,tennis,equipement
La Roche-sur-Yon,46.6898125621,-1.44576226645,tennis,equipement
La Roche-sur-Yon,46.6915199207,-1.44782250635,tennis,equipement
La Roche-sur-Yon,46.6925649154,-1.4464814051,tennis,equipement
La Roche-sur-Yon,46.6905852957,-1.44666377088,tennis,equipement
Saint-Cézaire-sur-Siagne,43.65295,6.79228,tennis,equipement
Valence,44.9345168561,4.92775171995,tennis,equipement
Valence,44.9344940707,4.92796629667,tennis,equipement
Valence,44.9344029295,4.92645889521,tennis,equipement
Valence,44.9344029295,4.92667883635,tennis,equipement
Valence,44.9343410293,4.92710262537,padel,equipement
Valence,44.9341232388,4.92730379105,padel,equipement
Concarneau,47.85849,-3.89427,tennis,equipement
Concarneau,47.85798,-3.89398,tennis,equipement
Concarneau,47.85788,-3.89367,tennis,equipement
Concarneau,47.85774,-3.89474,tennis,equipement
Concarneau,47.8575722464,-3.89402300119,padel,equipement
Concarneau,47.8573460238,-3.89406323433,padel,equipement
Ondes,43.78006,1.30507,tennis,equipement
Toulouse,43.5845641819,1.43361389637,tennis,equipement
Saint-Alban-Leysse,45.57508,5.96619,tennis,equipement
Golbey,48.2042,6.42328,tennis,equipement
Saint-Denis,48.924882,2.357254,padel,equipement
Saint-Galmier,45.595167,4.312348,tennis,equipement
Décines-Charpieu,45.762808,4.975691,tennis,equipement
Décines-Charpieu,45.762942,4.977129,tennis,equipement
Décines-Charpieu,45.763137,4.977579,padel,equipement
Décines-Charpieu,45.762493,4.97642,padel,equipement
Montréal-la-Cluse,46.183311,5.57524,padel,equipement
Rambouillet,48.621818,1.826992,padel,equipement
Candillargues,43.622737,4.074964,tennis,equipement
Lézignan-la-Cèbe,43.501904,3.436393,padel,equipement
Guilliers,48.047204,-2.404289,tennis,equipement
Basse-Goulaine,47.218606,-1.468263,tennis,equipement
Crillon-le-Brave,44.114458,5.141687,padel,equipement
Toulouse,43.601449,1.36694,padel,equipement
Grenoble,45.171343,5.75057,padel,equipement
Grenoble,45.172356,5.750828,padel,equipement
Grenoble,45.172145,5.750721,padel,equipement
Meyzieu,45.767074,5.015988,padel,equipement
Meyzieu,45.767224,5.015945,padel,equipement
Mirepoix,43.0892,1.887674,tennis,equipement
Écully,45.776428,4.766693,padel,equipement
Rodilhan,43.822545,4.433112,tennis,equipement
Sorèze,43.458262,2.046998,tennis,equipement
Saint-Junien-la-Bregère,45.8833,1.7554,tennis,equipement
Agonac,45.28858,0.75371,tennis,equipement
Annesse-et-Beaulieu,45.17216,0.59192,tennis,equipement
Beaumontois en Périgord,44.76429,0.7647,tennis,equipement
Beaupouyet,44.99761,0.27342,tennis,equipement
Le Buisson-de-Cadouin,44.8462,0.91444,tennis,equipement
Busserolles,45.67654,0.63993,tennis,equipement
Celles,45.29972,0.41588,tennis,equipement
Cénac-et-Saint-Julien,44.79423,1.20582,tennis,equipement
Chancelade,45.19255,0.64888,tennis,equipement
Chantérac,45.16761,0.44939,tennis,equipement
Cherveix-Cubas,45.28971,1.12234,tennis,equipement
Échourgnac,45.12424,0.22535,tennis,equipement
Les Eyzies,44.94141,1.00454,tennis,equipement
Fossemagne,45.12574,0.98116,tennis,equipement
Fougueyrolles,44.86478,0.18508,tennis,equipement
Limeyrat,45.15836,0.98627,tennis,equipement
Ménesplet,45.01518,0.10694,tennis,equipement
Mensignac,45.22722,0.5599,tennis,equipement
Meyrals,44.89943,1.06409,tennis,equipement
Monsac,44.78131,0.69795,tennis,equipement
Moulin-Neuf,45.01242,0.06533,tennis,equipement
Nadaillac,45.03956,1.38448,tennis,equipement
Parcoul-Chenaud,45.18989,0.02707,tennis,equipement
Pazayac,45.12364,1.37884,tennis,equipement
Périgueux,45.1889,0.70083,tennis,equipement
Peyrignac,45.15879,1.18467,tennis,equipement
Le Pizou,45.02524,0.0666,tennis,equipement
Port-Sainte-Foy-et-Ponchapt,44.88956,0.2033,tennis,equipement
Prats-du-Périgord,44.69278,1.06668,tennis,equipement
Saint-Laurent-des-Hommes,45.03529,0.25751,tennis,equipement
Saint-Méard-de-Drône,45.24755,0.41934,tennis,equipement
Saint Privat en Périgord,45.22186,0.21387,tennis,equipement
Salagnac,45.31615,1.22888,tennis,equipement
Salignac-Eyvigues,44.96894,1.32571,tennis,equipement
Savignac-les-Églises,45.2756114162,0.91762393713,tennis,equipement
Sergeac,45.0024,1.10817,tennis,equipement
Sourzac,45.05105,0.39061,tennis,equipement
Terrasson-Lavilledieu,45.13128,1.29324,tennis,equipement
Trélissac,45.19655,0.77444,tennis,equipement
Vélines,44.85676,0.10929,tennis,equipement
Veyrines-de-Domme,44.79449,1.10342,tennis,equipement
Vitrac,44.83394,1.23528,tennis,equipement
Amancey,47.0433,6.07015,tennis,equipement
Arc-et-Senans,47.02971,5.77948,tennis,equipement
Arçon,46.95201,6.37833,tennis,equipement
Avoudrey,47.133724,6.438407,tennis,equipement
Bart,47.49143,6.76468,tennis,equipement
Bavans,47.48641,6.73292,tennis,equipement
Besançon,47.25455,6.03531,tennis,equipement
Buffard,47.03775,5.82127,tennis,equipement
Chapelle-des-Bois,46.60364,6.11176,tennis,equipement
Châtillon-le-Duc,47.305593,6.009216,tennis,equipement
Chenecey-Buillon,47.13653,5.97005,tennis,equipement
Courcelles-lès-Montbéliard,47.49814,6.77768,tennis,equipement
Damprichard,47.24497,6.87694,tennis,equipement
Damprichard,47.243704,6.88058,tennis,equipement
Les Fourgs,46.834846,6.414449,tennis,equipement
Gevresin,46.96861,6.04906,tennis,equipement
Les Hôpitaux-Neufs,46.77523,6.37096,tennis,equipement
Issans,47.52398,6.72872,tennis,equipement
Laviron,47.25826,6.55337,tennis,equipement
La Longeville,47.02421,6.48309,tennis,equipement
Malbuisson,46.78933,6.30721,tennis,equipement
Miserey-Salines,47.28818,5.97328,tennis,equipement
Montlebon,47.04563,6.61087,tennis,equipement
Les Premiers Sapins,47.09635,6.33531,tennis,equipement
Orchamps-Vennes,47.12727,6.52444,tennis,equipement
Osselle-Routelle,47.14147,5.85951,tennis,equipement
Oye-et-Pallet,46.85591,6.33718,tennis,equipement
Pontarlier,46.90636,6.35495,tennis,equipement
Pouligney-Lusans,47.32902,6.19766,tennis,equipement
Rigney,47.39021,6.18564,tennis,equipement
Rochejean,46.81603,6.31941,tennis,equipement
Rochejean,46.74157,6.29045,tennis,equipement
Thise,47.26759,6.07223,tennis,equipement
Valdahon,47.15199,6.34856,tennis,equipement
Valonne,47.34069,6.66993,tennis,equipement
Vandoncourt,47.46279,6.90749,tennis,equipement
Vuillafans,47.06351,6.2164,tennis,equipement
Aubres,44.374484,5.171475,tennis,equipement
La Bâtie-Rolland,44.5505,4.85929,tennis,equipement
Beauregard-Baret,44.9962,5.18507,tennis,equipement
Beauvallon,44.8564,4.90442,tennis,equipement
Bourg-lès-Valence,44.951139,4.906051,tennis,equipement
Buis-les-Baronnies,44.2725,5.27333,tennis,equipement
Charols,44.59164,4.9549,tennis,equipement
Châteauneuf-du-Rhône,44.4865292369,4.71981078386,tennis,equipement
Colonzelle,44.3909,4.89571,tennis,equipement
